year,month,taxa,species_portuguese,species_english,species_sci,production_kg
2008,4,Elasmobrânquios,Cação-anequim,Shark,NA,2647
2008,4,Elasmobrânquios,Cação-anjo,Shark,NA,24465
2008,4,Elasmobrânquios,Cação-azul,Blue dog,Prionace glauca,71425
2008,4,Elasmobrânquios,Cação-bagre,Cação-bagre,NA,332
2008,4,Elasmobrânquios,Cação-baia,Cação-baia,NA,350
2008,4,Elasmobrânquios,Cação-gato,Shark,NA,84
2008,4,Elasmobrânquios,Cação-martelo,Shark,NA,2000
2008,4,Elasmobrânquios,Cações,Shark,Mustelus spp,62454
2008,4,Elasmobrânquios,Caçonete,Shark,NA,12136
2008,4,Elasmobrânquios,Emplastro,Emplastro,NA,140290
2008,4,Elasmobrânquios,Machote,Spinner Shark,NA,237
2008,4,Elasmobrânquios,Raia,Ray,NA,12711
2008,4,Elasmobrânquios,Raia-viola,NA,NA,1880
2008,4,Elasmobrânquios,Raposa,Raposa,NA,1570
2008,4,Moluscos,Calamar-argentino,Calamar-argentino,Illex argentinus,16392
2008,4,Moluscos,Lula,Squid,Loligo sanpaulensis,420
2008,4,Moluscos,Polvo,Octopus,Octopus spp.,83924
2008,4,Não Cadastrado,Mistura,Other fish,NA,242766
2008,4,Não Cadastrado,Não discriminado,Não discriminado,NA,321354
2008,4,Não Cadastrado,Residuo,Residuo,NA,60038
2008,4,Teleósteos,Abrótea,Brazilian codling,Urophycis brasiliensis,162890
2008,4,Teleósteos,Abrótea-de-fundo,Brazilian codling,NA,592671
2008,4,Teleósteos,Agulhão,Atlantic saury,Scomberesox saurus,485
2008,4,Teleósteos,Agulhão-azul,Agulhão-azul,NA,100
2008,4,Teleósteos,Agulhão-branco,Agulhão-branco,Tetrapturus albidus,410
2008,4,Teleósteos,Agulhão-vela,NA,NA,490
2008,4,Teleósteos,Albacora-bandolim,Albacore,Thunnus obesus,2956
2008,4,Teleósteos,Albacora-branca,Albacora-branca,Thunnus alalunga,86375
2008,4,Teleósteos,Albacora-lage,Albacore,Thunnus albacares,61437
2008,4,Teleósteos,Alfonsino,NA,NA,3300
2008,4,Teleósteos,Anchoita,NA,NA,120
2008,4,Teleósteos,Atum,Blow goat,Auxis rochei,4105
2008,4,Teleósteos,Bagre,Couma sea catfish,Sciades couma,36420
2008,4,Teleósteos,Batata,Atlantic goldeneye tilefish,Caulolatilus chrysops,7632
2008,4,Teleósteos,Betara,Carolina Whiting,Menticirrhus spp.,17256
2008,4,Teleósteos,Bonito-cachorro,Bonito,Auxis thazard,1829
2008,4,Teleósteos,Bonito-listrado,Skipjack tuna,Katsuwonus pelamis,1945584
2008,4,Teleósteos,Cabra,East Atlantic Red Gurnard,Prionotus spp.,296303
2008,4,Teleósteos,Castanha,Argentine croaker,Umbrina canosai,233097
2008,4,Teleósteos,Cavalinha,American mackerel,Scomber japonicus,1212173
2008,4,Teleósteos,Cherne,Grouper,NA,1399
2008,4,Teleósteos,Cioba,Dog Snapper,Lutjanus analis,140
2008,4,Teleósteos,Congro,Argentine Conger,Conger spp.,425
2008,4,Teleósteos,Congro-rosa,Australian Rockling,Genypterus brasiliensis,24483
2008,4,Teleósteos,Corcoroca,Grey Grunt,Haemulon spp.,499
2008,4,Teleósteos,Corvina,Croaker,Micropogonias furnieri,719265
2008,4,Teleósteos,Dourado,Common dolphifish,Coryphaena hippurus,74144
2008,4,Teleósteos,Enchova,Ancho,Pomatomus saltatrix,156
2008,4,Teleósteos,Enguia,Common Eel,Conger orbignyanus,1178
2008,4,Teleósteos,Espada,Broadbill,Xiphias gladius,10549
2008,4,Teleósteos,Ferrinho,Ferrinho,NA,1720
2008,4,Teleósteos,Galo,American John Dory,Zenopsis conchifer,632243
2008,4,Teleósteos,Galo-de-profundidade,American John Dory,Zenopsis conchifer,1040
2008,4,Teleósteos,Goete,Jamaica weakfish,Cynoscion jamaicensis,147370
2008,4,Teleósteos,Gordinho,Angelfish,Pomacanthus arcuatus,4438
2008,4,Teleósteos,Guaivira,Jack,Oligoplites spp.,1652
2008,4,Teleósteos,Linguado,Flatfish,Paralichthys spp.,98305
2008,4,Teleósteos,Linguado-areia,Flatfish,NA,72000
2008,4,Teleósteos,Linguado-vermelho,Linguado-vermelho,NA,4780
2008,4,Teleósteos,Mangangá,Mangangá,NA,618
2008,4,Teleósteos,Maria-luiza,Maria-luiza,NA,7800
2008,4,Teleósteos,Maria-mole,Maria-mole,Cynoscion guatucupa,150954
2008,4,Teleósteos,Meca,Meca,NA,37405
2008,4,Teleósteos,Merluza,Hake,Merluccius hubbsi,187903
2008,4,Teleósteos,Namorado,Namorado,Pseudopercis spp.,1556
2008,4,Teleósteos,Olhete,Amberjack,Seriola lalandi,15315
2008,4,Teleósteos,Olho-de-boi,Amberjack,NA,100
2008,4,Teleósteos,Palombeta,Leerfish,Chloroscombrus chrysurus,2824656
2008,4,Teleósteos,Pampo,Pampo,Trachinotus spp.,60
2008,4,Teleósteos,Pargo-rosa,Common sea bream,Pagrus pagrus,5758
2008,4,Teleósteos,Paru,Paru,NA,80
2008,4,Teleósteos,Peixe-lua,Ocean sunfish,Mola mola,33
2008,4,Teleósteos,Peixe-porco,Angular roughshark,Oxynotus centrina,68530
2008,4,Teleósteos,Peixe-sapo,Anglerfish,Lophius gastrophysus,41710
2008,4,Teleósteos,Pescada,Weakfish,Cynoscion spp.,764
2008,4,Teleósteos,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,47400
2008,4,Teleósteos,Pescada-bicuda,Pescada-bicuda,NA,460
2008,4,Teleósteos,Pescada-branca,Weakfish,Cynoscion leiarchus,3389
2008,4,Teleósteos,Pescada-cambucu,Weakfish,NA,1260
2008,4,Teleósteos,Pescadinha-real,Bangamary,Macrodon ancylodon,4722
2008,4,Teleósteos,Prego,Prego,NA,2693
2008,4,Teleósteos,Robalo,Snook,Centropomus spp.,3140
2008,4,Teleósteos,Roncador,Barred grunt,Conodon nobilis,2095
2008,4,Teleósteos,Sardinha-lage,Atlantic thread herring,Opisthonema oglinum,735001
2008,4,Teleósteos,Sardinha-verdadeira,Brazilian sardinella,Sardinella brasiliensis,3710889
2008,4,Teleósteos,Sarrão,Sarrão,NA,2910
2008,4,Teleósteos,Serrinha,Atlantic spanish mackerel,Scomberomorus maculatus,80
2008,4,Teleósteos,Tainha,Mullet,Mugil spp.,2620
2008,4,Teleósteos,Tira-vira,Brazilian flathead,Percophis brasiliensis,5290
2008,4,Teleósteos,Trilha,Argentine goatfish,Mullus argentinae,9434
2008,4,Teleósteos,Xarelete,Black jack,Caranx latus,1050
2008,4,Teleósteos,Xixarro,Jack mackerel,Trachurus lathami,149377
2008,5,Crustáceos,Camarão-barba-ruça,Shrimp,Artemesia longinaris,4890
2008,5,Crustáceos,Camarão-branco,Camarão-branco,Litopenaeus schimitti,5276
2008,5,Crustáceos,Camarão-cristalino,Shrimp,NA,45045
2008,5,Crustáceos,Camarão-rosa,Shrimp,Farfantepenaeus paulensis,930
2008,5,Crustáceos,Camarão-santana,Shrimp,Pleoticus muelleri,8180
2008,5,Crustáceos,Camarão-sete-barbas,Shrimp,Xiphopenaeus kroyeri,258556
2008,5,Crustáceos,Pitú,Pitú,NA,28962
2008,5,Crustáceos,Sapateira,Edible crab,Cancer pagurus,1298
2008,5,Elasmobrânquios,Cação-anequim,Shark,NA,4398
2008,5,Elasmobrânquios,Cação-anjo,Shark,NA,4548
2008,5,Elasmobrânquios,Cação-azul,Blue dog,Prionace glauca,63030
2008,5,Elasmobrânquios,Cação-bagre,Cação-bagre,NA,1900
2008,5,Elasmobrânquios,Cação-cabeca-chata,Shark,NA,150
2008,5,Elasmobrânquios,Cação-cola-fina,Cação-cola-fina,NA,56
2008,5,Elasmobrânquios,Cação-gato,Shark,NA,2460
2008,5,Elasmobrânquios,Cação-martelo,Shark,NA,4827
2008,5,Elasmobrânquios,Cação-tigre,Shark,NA,60
2008,5,Elasmobrânquios,Cações,Shark,Mustelus spp,18435
2008,5,Elasmobrânquios,Caçonete,Shark,NA,8538
2008,5,Elasmobrânquios,Emplastro,Emplastro,NA,150154
2008,5,Elasmobrânquios,Machote,Spinner Shark,NA,1885
2008,5,Elasmobrânquios,Moka,Moka,NA,100
2008,5,Elasmobrânquios,Raia,Ray,NA,20831
2008,5,Elasmobrânquios,Raia-viola,NA,NA,5692
2008,5,Elasmobrânquios,Raposa,Raposa,NA,420
2008,5,Moluscos,Calamar-argentino,Calamar-argentino,Illex argentinus,6160
2008,5,Moluscos,Polvo,Octopus,Octopus spp.,127974
2008,5,Não Cadastrado,Mistura,Other fish,NA,139329
2008,5,Não Cadastrado,Não discriminado,Não discriminado,NA,337510
2008,5,Não Cadastrado,Residuo,Residuo,NA,55063
2008,5,Teleósteos,Abrótea,Brazilian codling,Urophycis brasiliensis,236135
2008,5,Teleósteos,Abrótea-de-fundo,Brazilian codling,NA,384072
2008,5,Teleósteos,Agulhão,Atlantic saury,Scomberesox saurus,270
2008,5,Teleósteos,Agulhão-branco,Agulhão-branco,Tetrapturus albidus,320
2008,5,Teleósteos,Albacora-bandolim,Albacore,Thunnus obesus,7683
2008,5,Teleósteos,Albacora-branca,Albacora-branca,Thunnus alalunga,36707
2008,5,Teleósteos,Albacora-lage,Albacore,Thunnus albacares,16411
2008,5,Teleósteos,Alfonsino,NA,NA,20
2008,5,Teleósteos,Anchoita,NA,NA,2539
2008,5,Teleósteos,Atum,Blow goat,Auxis rochei,2987
2008,5,Teleósteos,Bagre,Couma sea catfish,Sciades couma,20486
2008,5,Teleósteos,Batata,Atlantic goldeneye tilefish,Caulolatilus chrysops,10829
2008,5,Teleósteos,Betara,Carolina Whiting,Menticirrhus spp.,24399
2008,5,Teleósteos,Bonito-cachorro,Bonito,Auxis thazard,489
2008,5,Teleósteos,Bonito-listrado,Skipjack tuna,Katsuwonus pelamis,1434224
2008,5,Teleósteos,Cabra,East Atlantic Red Gurnard,Prionotus spp.,391759
2008,5,Teleósteos,Carapeba,Broad shad,Diapterus auratus,720
2008,5,Teleósteos,Castanha,Argentine croaker,Umbrina canosai,512881
2008,5,Teleósteos,Cavalinha,American mackerel,Scomber japonicus,283184
2008,5,Teleósteos,Cherne,Grouper,NA,3151
2008,5,Teleósteos,Cioba,Dog Snapper,Lutjanus analis,200
2008,5,Teleósteos,Congro-rosa,Australian Rockling,Genypterus brasiliensis,26220
2008,5,Teleósteos,Corcoroca,Grey Grunt,Haemulon spp.,4280
2008,5,Teleósteos,Corvina,Croaker,Micropogonias furnieri,1101642
2008,5,Teleósteos,Dourado,Common dolphifish,Coryphaena hippurus,28378
2008,5,Teleósteos,Enchova,Ancho,Pomatomus saltatrix,9490
2008,5,Teleósteos,Enguia,Common Eel,Conger orbignyanus,2090
2008,5,Teleósteos,Espada,Broadbill,Xiphias gladius,7655
2008,5,Teleósteos,Ferrinho,Ferrinho,NA,80
2008,5,Teleósteos,Galo,American John Dory,Zenopsis conchifer,51940
2008,5,Teleósteos,Garoupa,Deady,Epinephelus spp.,169
2008,5,Teleósteos,Goete,Jamaica weakfish,Cynoscion jamaicensis,42600
2008,5,Teleósteos,Gordinho,Angelfish,Pomacanthus arcuatus,5921
2008,5,Teleósteos,Guaivira,Jack,Oligoplites spp.,3415
2008,5,Teleósteos,Linguado,Flatfish,Paralichthys spp.,74053
2008,5,Teleósteos,Linguado-areia,Flatfish,NA,113540
2008,5,Teleósteos,Linguado-vermelho,Linguado-vermelho,NA,1525
2008,5,Teleósteos,Mangangá,Mangangá,NA,1142
2008,5,Teleósteos,Maria-luiza,Maria-luiza,NA,12590
2008,5,Teleósteos,Maria-mole,Maria-mole,Cynoscion guatucupa,239562
2008,5,Teleósteos,Meca,Meca,NA,35712
2008,5,Teleósteos,Merluza,Hake,Merluccius hubbsi,126961
2008,5,Teleósteos,Namorado,Namorado,Pseudopercis spp.,1158
2008,5,Teleósteos,Olhete,Amberjack,Seriola lalandi,331
2008,5,Teleósteos,Olho-de-boi,Amberjack,NA,100
2008,5,Teleósteos,Olho-de-cão,Olho-de-cão,Priacanthus spp.,380
2008,5,Teleósteos,Oveva,Cabezon,Larimus breviceps,360
2008,5,Teleósteos,Palombeta,Leerfish,Chloroscombrus chrysurus,79558
2008,5,Teleósteos,Pampo,Pampo,Trachinotus spp.,7260
2008,5,Teleósteos,Papa-moscas,Papa-moscas,NA,720
2008,5,Teleósteos,Pargo-rosa,Common sea bream,Pagrus pagrus,2426
2008,5,Teleósteos,Paru,Paru,NA,860
2008,5,Teleósteos,Peixe-porco,Angular roughshark,Oxynotus centrina,32722
2008,5,Teleósteos,Peixe-sapo,Anglerfish,Lophius gastrophysus,57891
2008,5,Teleósteos,Peixe-tábua,Mediterranean dealfish,Trachipterus trachipterus,100
2008,5,Teleósteos,Pescada,Weakfish,Cynoscion spp.,21022
2008,5,Teleósteos,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,55784
2008,5,Teleósteos,Pescada-bicuda,Pescada-bicuda,NA,100
2008,5,Teleósteos,Pescada-branca,Weakfish,Cynoscion leiarchus,6107
2008,5,Teleósteos,Pescada-cambucu,Weakfish,NA,400
2008,5,Teleósteos,Pescadinha-real,Bangamary,Macrodon ancylodon,7250
2008,5,Teleósteos,Prego,Prego,NA,1465
2008,5,Teleósteos,Robalo,Snook,Centropomus spp.,8
2008,5,Teleósteos,Roncador,Barred grunt,Conodon nobilis,1260
2008,5,Teleósteos,Sardinha-lage,Atlantic thread herring,Opisthonema oglinum,5183706
2008,5,Teleósteos,Sardinha-verdadeira,Brazilian sardinella,Sardinella brasiliensis,931516
2008,5,Teleósteos,Sarrão,Sarrão,NA,3320
2008,5,Teleósteos,Savelha,Twaite shad,Brevoortia spp.,180
2008,5,Teleósteos,Sororoca,Sororoca,Scomberomorus,32
2008,5,Teleósteos,Tainha,Mullet,Mugil spp.,626917
2008,5,Teleósteos,Tira-vira,Brazilian flathead,Percophis brasiliensis,3610
2008,5,Teleósteos,Trilha,Argentine goatfish,Mullus argentinae,10924
2008,5,Teleósteos,Xixarro,Jack mackerel,Trachurus lathami,80
2008,6,Crustáceos,Camarão-barba-ruça,Shrimp,Artemesia longinaris,7084
2008,6,Crustáceos,Camarão-branco,Camarão-branco,Litopenaeus schimitti,4130
2008,6,Crustáceos,Camarão-cristalino,Shrimp,NA,6044
2008,6,Crustáceos,Camarão-rosa,Shrimp,Farfantepenaeus paulensis,26257
2008,6,Crustáceos,Camarão-santana,Shrimp,Pleoticus muelleri,39671
2008,6,Crustáceos,Camarão-sete-barbas,Shrimp,Xiphopenaeus kroyeri,322635
2008,6,Crustáceos,Pitú,Pitú,NA,1920
2008,6,Crustáceos,Sapateira,Edible crab,Cancer pagurus,1397
2008,6,Elasmobrânquios,Cação-anequim,Shark,NA,2143
2008,6,Elasmobrânquios,Cação-anjo,Shark,NA,2809
2008,6,Elasmobrânquios,Cação-azul,Blue dog,Prionace glauca,28359
2008,6,Elasmobrânquios,Cação-baia,Cação-baia,NA,50
2008,6,Elasmobrânquios,Cação-cola-fina,Cação-cola-fina,NA,400
2008,6,Elasmobrânquios,Cação-gato,Shark,NA,490
2008,6,Elasmobrânquios,Cação-martelo,Shark,NA,4266
2008,6,Elasmobrânquios,Cações,Shark,Mustelus spp,27742
2008,6,Elasmobrânquios,Caçonete,Shark,NA,5398
2008,6,Elasmobrânquios,Emplastro,Emplastro,NA,126190
2008,6,Elasmobrânquios,Machote,Spinner Shark,NA,790
2008,6,Elasmobrânquios,Raia,Ray,NA,38840
2008,6,Elasmobrânquios,Raia-viola,NA,NA,1354
2008,6,Elasmobrânquios,Raposa,Raposa,NA,455
2008,6,Moluscos,Calamar-argentino,Calamar-argentino,Illex argentinus,131325
2008,6,Moluscos,Lula,Squid,Loligo sanpaulensis,306
2008,6,Moluscos,Polvo,Octopus,Octopus spp.,87682
2008,6,Moluscos,Vieira,Great Atlantic scallop,Euvola ziczac,155
2008,6,Não Cadastrado,Mistura,Other fish,NA,125831
2008,6,Não Cadastrado,Não discriminado,Não discriminado,NA,599880
2008,6,Não Cadastrado,Ovas,Ovas,NA,800
2008,6,Não Cadastrado,Residuo,Residuo,NA,47634
2008,6,Teleósteos,Abrótea,Brazilian codling,Urophycis brasiliensis,289990
2008,6,Teleósteos,Abrótea-de-fundo,Brazilian codling,NA,618090
2008,6,Teleósteos,Agulhão,Atlantic saury,Scomberesox saurus,708
2008,6,Teleósteos,Agulhão-azul,Agulhão-azul,NA,179
2008,6,Teleósteos,Albacora-bandolim,Albacore,Thunnus obesus,5477
2008,6,Teleósteos,Albacora-branca,Albacora-branca,Thunnus alalunga,5633
2008,6,Teleósteos,Albacora-lage,Albacore,Thunnus albacares,26289
2008,6,Teleósteos,Anchoita,NA,NA,240
2008,6,Teleósteos,Atum,Blow goat,Auxis rochei,8199
2008,6,Teleósteos,Bagre,Couma sea catfish,Sciades couma,68534
2008,6,Teleósteos,Batata,Atlantic goldeneye tilefish,Caulolatilus chrysops,17650
2008,6,Teleósteos,Betara,Carolina Whiting,Menticirrhus spp.,13828
2008,6,Teleósteos,Bonito-cachorro,Bonito,Auxis thazard,775
2008,6,Teleósteos,Bonito-listrado,Skipjack tuna,Katsuwonus pelamis,1368483
2008,6,Teleósteos,Cabra,East Atlantic Red Gurnard,Prionotus spp.,311880
2008,6,Teleósteos,Carapeba,Broad shad,Diapterus auratus,600
2008,6,Teleósteos,Castanha,Argentine croaker,Umbrina canosai,452250
2008,6,Teleósteos,Cavalinha,American mackerel,Scomber japonicus,611775
2008,6,Teleósteos,Cherne,Grouper,NA,581
2008,6,Teleósteos,Cherne-galha-amarela,Grouper,Hyporthodus flavolimbatus,1040
2008,6,Teleósteos,Cherne-verdadeiro,Cherne-verdadeiro,NA,3150
2008,6,Teleósteos,Cioba,Dog Snapper,Lutjanus analis,145
2008,6,Teleósteos,Congro,Argentine Conger,Conger spp.,318
2008,6,Teleósteos,Congro-rosa,Australian Rockling,Genypterus brasiliensis,15295
2008,6,Teleósteos,Corcoroca,Grey Grunt,Haemulon spp.,1020
2008,6,Teleósteos,Corvina,Croaker,Micropogonias furnieri,1283823
2008,6,Teleósteos,Dourado,Common dolphifish,Coryphaena hippurus,73268
2008,6,Teleósteos,Enchova,Ancho,Pomatomus saltatrix,27526
2008,6,Teleósteos,Enguia,Common Eel,Conger orbignyanus,2900
2008,6,Teleósteos,Espada,Broadbill,Xiphias gladius,23710
2008,6,Teleósteos,Ferrinho,Ferrinho,NA,300
2008,6,Teleósteos,Galo,American John Dory,Zenopsis conchifer,35594
2008,6,Teleósteos,Galo-de-profundidade,American John Dory,Zenopsis conchifer,300
2008,6,Teleósteos,Garoupa,Deady,Epinephelus spp.,1660
2008,6,Teleósteos,Goete,Jamaica weakfish,Cynoscion jamaicensis,28460
2008,6,Teleósteos,Gordinho,Angelfish,Pomacanthus arcuatus,12035
2008,6,Teleósteos,Guaivira,Jack,Oligoplites spp.,6201
2008,6,Teleósteos,Linguado,Flatfish,Paralichthys spp.,34443
2008,6,Teleósteos,Linguado-areia,Flatfish,NA,36190
2008,6,Teleósteos,Linguado-vermelho,Linguado-vermelho,NA,1036
2008,6,Teleósteos,Mangangá,Mangangá,NA,380
2008,6,Teleósteos,Maria-luiza,Maria-luiza,NA,2040
2008,6,Teleósteos,Maria-mole,Maria-mole,Cynoscion guatucupa,246799
2008,6,Teleósteos,Meca,Meca,NA,27796
2008,6,Teleósteos,Merluza,Hake,Merluccius hubbsi,160593
2008,6,Teleósteos,Namorado,Namorado,Pseudopercis spp.,1707
2008,6,Teleósteos,Olho-de-cão,Olho-de-cão,Priacanthus spp.,200
2008,6,Teleósteos,Oveva,Cabezon,Larimus breviceps,900
2008,6,Teleósteos,Palombeta,Leerfish,Chloroscombrus chrysurus,152160
2008,6,Teleósteos,Pampo,Pampo,Trachinotus spp.,800
2008,6,Teleósteos,Pargo-rosa,Common sea bream,Pagrus pagrus,2743
2008,6,Teleósteos,Paru,Paru,NA,992
2008,6,Teleósteos,Peixe-porco,Angular roughshark,Oxynotus centrina,9176
2008,6,Teleósteos,Peixe-sapo,Anglerfish,Lophius gastrophysus,52898
2008,6,Teleósteos,Peixe-tábua,Mediterranean dealfish,Trachipterus trachipterus,20
2008,6,Teleósteos,Pescada,Weakfish,Cynoscion spp.,568
2008,6,Teleósteos,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,5360
2008,6,Teleósteos,Pescada-bicuda,Pescada-bicuda,NA,160
2008,6,Teleósteos,Pescada-branca,Weakfish,Cynoscion leiarchus,22050
2008,6,Teleósteos,Pescada-cambucu,Weakfish,NA,340
2008,6,Teleósteos,Pescadinha-real,Bangamary,Macrodon ancylodon,26330
2008,6,Teleósteos,Prego,Prego,NA,774
2008,6,Teleósteos,Roncador,Barred grunt,Conodon nobilis,1030
2008,6,Teleósteos,Sardinha-lage,Atlantic thread herring,Opisthonema oglinum,1719213
2008,6,Teleósteos,Sardinha-verdadeira,Brazilian sardinella,Sardinella brasiliensis,2547879
2008,6,Teleósteos,Sarrão,Sarrão,NA,7000
2008,6,Teleósteos,Sororoca,Sororoca,Scomberomorus,10
2008,6,Teleósteos,Tainha,Mullet,Mugil spp.,1300852
2008,6,Teleósteos,Tira-vira,Brazilian flathead,Percophis brasiliensis,3910
2008,6,Teleósteos,Trilha,Argentine goatfish,Mullus argentinae,19832
2008,6,Teleósteos,Xixarro,Jack mackerel,Trachurus lathami,21649
2008,7,Crustáceos,Camarão-barba-ruça,Shrimp,Artemesia longinaris,468872
2008,7,Crustáceos,Camarão-branco,Camarão-branco,Litopenaeus schimitti,4766
2008,7,Crustáceos,Camarão-cristalino,Shrimp,NA,2854
2008,7,Crustáceos,Camarão-rosa,Shrimp,Farfantepenaeus paulensis,76721
2008,7,Crustáceos,Camarão-santana,Shrimp,Pleoticus muelleri,216347
2008,7,Crustáceos,Camarão-santana + barba-ruca,Camarão-santana + barba-ruca,NA,1400
2008,7,Crustáceos,Camarão-sete-barbas,Shrimp,Xiphopenaeus kroyeri,174299
2008,7,Crustáceos,Pitú,Pitú,NA,4161
2008,7,Crustáceos,Sapateira,Edible crab,Cancer pagurus,3036
2008,7,Elasmobrânquios,Cação-anequim,Shark,NA,9854
2008,7,Elasmobrânquios,Cação-anjo,Shark,NA,5078
2008,7,Elasmobrânquios,Cação-azul,Blue dog,Prionace glauca,39650
2008,7,Elasmobrânquios,Cação-baia,Cação-baia,NA,100
2008,7,Elasmobrânquios,Cação-bico-doce,NA,NA,64
2008,7,Elasmobrânquios,Cação-cola-fina,Cação-cola-fina,NA,22
2008,7,Elasmobrânquios,Cação-espada,NA,NA,67
2008,7,Elasmobrânquios,Cação-gato,Shark,NA,460
2008,7,Elasmobrânquios,Cação-mangona,NA,NA,65
2008,7,Elasmobrânquios,Cação-martelo,Shark,NA,4857
2008,7,Elasmobrânquios,Cações,Shark,Mustelus spp,30845
2008,7,Elasmobrânquios,Caçonete,Shark,NA,26634
2008,7,Elasmobrânquios,Emplastro,Emplastro,NA,173195
2008,7,Elasmobrânquios,Machote,Spinner Shark,NA,1019
2008,7,Elasmobrânquios,Raia,Ray,NA,9207
2008,7,Elasmobrânquios,Raia-viola,NA,NA,3369
2008,7,Elasmobrânquios,Raposa,Raposa,NA,420
2008,7,Elasmobrânquios,Ratinho,Ratinho,NA,105
2008,7,Moluscos,Calamar-argentino,Calamar-argentino,Illex argentinus,153155
2008,7,Moluscos,Lula,Squid,Loligo sanpaulensis,102
2008,7,Moluscos,Polvo,Octopus,Octopus spp.,94809
2008,7,Moluscos,Vieira,Great Atlantic scallop,Euvola ziczac,4
2008,7,Não Cadastrado,Mistura,Other fish,NA,218943
2008,7,Não Cadastrado,Não discriminado,Não discriminado,NA,413540
2008,7,Não Cadastrado,Ovas,Ovas,NA,380
2008,7,Não Cadastrado,Residuo,Residuo,NA,25058
2008,7,Teleósteos,Abrótea,Brazilian codling,Urophycis brasiliensis,440872
2008,7,Teleósteos,Abrótea-de-fundo,Brazilian codling,NA,816232
2008,7,Teleósteos,Agulhão,Atlantic saury,Scomberesox saurus,79
2008,7,Teleósteos,Agulhão-branco,Agulhão-branco,Tetrapturus albidus,220
2008,7,Teleósteos,Albacora-bandolim,Albacore,Thunnus obesus,2774
2008,7,Teleósteos,Albacora-branca,Albacora-branca,Thunnus alalunga,24539
2008,7,Teleósteos,Albacora-lage,Albacore,Thunnus albacares,13167
2008,7,Teleósteos,Alfonsino,NA,NA,1500
2008,7,Teleósteos,Atum,Blow goat,Auxis rochei,1980
2008,7,Teleósteos,Bagre,Couma sea catfish,Sciades couma,53070
2008,7,Teleósteos,Batata,Atlantic goldeneye tilefish,Caulolatilus chrysops,9375
2008,7,Teleósteos,Betara,Carolina Whiting,Menticirrhus spp.,28655
2008,7,Teleósteos,Bonito-cachorro,Bonito,Auxis thazard,4189
2008,7,Teleósteos,Bonito-listrado,Skipjack tuna,Katsuwonus pelamis,1261144
2008,7,Teleósteos,Cabra,East Atlantic Red Gurnard,Prionotus spp.,626348
2008,7,Teleósteos,Carapau,Jack mackerel,Trachurus lathami,6060
2008,7,Teleósteos,Castanha,Argentine croaker,Umbrina canosai,401290
2008,7,Teleósteos,Cavalinha,American mackerel,Scomber japonicus,3718079
2008,7,Teleósteos,Cherne,Grouper,NA,954
2008,7,Teleósteos,Cioba,Dog Snapper,Lutjanus analis,500
2008,7,Teleósteos,Congro,Argentine Conger,Conger spp.,40
2008,7,Teleósteos,Congro-rosa,Australian Rockling,Genypterus brasiliensis,14325
2008,7,Teleósteos,Corcoroca,Grey Grunt,Haemulon spp.,844
2008,7,Teleósteos,Corvina,Croaker,Micropogonias furnieri,1825588
2008,7,Teleósteos,Dourado,Common dolphifish,Coryphaena hippurus,66437
2008,7,Teleósteos,Enchova,Ancho,Pomatomus saltatrix,187360
2008,7,Teleósteos,Enguia,Common Eel,Conger orbignyanus,4646
2008,7,Teleósteos,Espada,Broadbill,Xiphias gladius,28279
2008,7,Teleósteos,Ferrinho,Ferrinho,NA,1800
2008,7,Teleósteos,Galo,American John Dory,Zenopsis conchifer,19920
2008,7,Teleósteos,Galo-de-profundidade,American John Dory,Zenopsis conchifer,1600
2008,7,Teleósteos,Garoupa,Deady,Epinephelus spp.,717
2008,7,Teleósteos,Goete,Jamaica weakfish,Cynoscion jamaicensis,16995
2008,7,Teleósteos,Gordinho,Angelfish,Pomacanthus arcuatus,9316
2008,7,Teleósteos,Guaivira,Jack,Oligoplites spp.,21695
2008,7,Teleósteos,Lanceta,Lanceta,NA,116
2008,7,Teleósteos,Linguado,Flatfish,Paralichthys spp.,103900
2008,7,Teleósteos,Linguado-areia,Flatfish,NA,53548
2008,7,Teleósteos,Linguado-vermelho,Linguado-vermelho,NA,5114
2008,7,Teleósteos,Mangangá,Mangangá,NA,1419
2008,7,Teleósteos,Maria-luiza,Maria-luiza,NA,27950
2008,7,Teleósteos,Maria-mole,Maria-mole,Cynoscion guatucupa,461146
2008,7,Teleósteos,Meca,Meca,NA,47970
2008,7,Teleósteos,Merluza,Hake,Merluccius hubbsi,131895
2008,7,Teleósteos,Merluza-de-cola,NA,NA,500
2008,7,Teleósteos,Miracéu,Stargazer,NA,20
2008,7,Teleósteos,Namorado,Namorado,Pseudopercis spp.,765
2008,7,Teleósteos,Olhete,Amberjack,Seriola lalandi,380
2008,7,Teleósteos,Palombeta,Leerfish,Chloroscombrus chrysurus,150600
2008,7,Teleósteos,Pampo,Pampo,Trachinotus spp.,1179
2008,7,Teleósteos,Pargo-rosa,Common sea bream,Pagrus pagrus,520
2008,7,Teleósteos,Peixe-porco,Angular roughshark,Oxynotus centrina,14685
2008,7,Teleósteos,Peixe-sapo,Anglerfish,Lophius gastrophysus,58365
2008,7,Teleósteos,Peixe-tábua,Mediterranean dealfish,Trachipterus trachipterus,1340
